ID,Datacenter_location_input,Network_zone_Input,Environment_input,application_input,Vcenter,Vmware_datacenter,Vmware_cluster,Vmware_datastore_keyword,Vmware_datastore_name,Vmware_networks,Subnet_name,Vlan,Subnet_address,Subnet_gateway,Subnet_netmask,DNS1,DNS2,DNS3,DNS_Suffix,DNS_prefix,Timezone
382,DC2A,Z1C,PRODUCTION,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0406,XA-Z1C-PRD-DBS-106.160-27,VLAN 406,10.76.106.160/27,10.76.106.161,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
383,DC2A,Z1C,PRODUCTION,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0407,XA-Z1C-PRD-DBS-106.192-27,VLAN 407,10.76.106.192/27,10.76.106.193,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
384,DC2A,Z1C,PRODUCTION,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0408,XA-Z1C-PRD-DBS-106.224-27,VLAN 408,10.76.106.224/27,10.76.106.225,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
385,DC2A,Z1C,PRODUCTION,CORE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,MGMT-VLAN-0409,XA-Z1C-PRD-COR-107.0-27,VLAN 409,10.76.107.0/27,10.76.107.1,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
386,DC2A,Z1C,PRODUCTION,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0410,XA-Z1C-PRD-DBS-107.32-27,VLAN 410,10.76.107.32/27,10.76.107.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
387,DC2A,Z1C,PRODUCTION,CORE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0411,XA-Z1C-PRD-COR-107.64-27,VLAN 411,10.76.107.64/27,10.76.107.65,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
388,DC2A,Z1C,STAGE,CORE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0412,XA-Z1C-STG-COR-107.96-27,VLAN 412,10.76.107.96/27,10.76.107.97,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
389,DC2A,Z1C,STAGE,CORE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0413,XA-Z1C-STG-COR-107.128-27,VLAN 413,10.76.107.128/27,10.76.107.129,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
390,DC2A,Z1C,PRODUCTION,CORE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0414,XA-Z1C-PRD-COR-107.160-27,VLAN 414,10.76.107.160/27,10.76.107.161,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
391,DC2A,Z1C,PRODUCTION,CORE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0415,XA-Z1C-PRD-COR-107.192-27,VLAN 415,10.76.107.192/27,10.76.107.193,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
392,DC2A,Z1C,PRODUCTION,CORE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0416,XA-Z1C-PRD-COR-107.224-27,VLAN 416,10.76.107.224/27,10.76.107.225,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
393,DC2A,Z1C,STAGE,CORE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0417,XA-Z1C-STG-COR-108.0-27,VLAN 417,10.76.108.0/27,10.76.108.1,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
394,DC2A,Z1C,STAGE,CORE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0418,XA-Z1C-STG-COR-108.32-27,VLAN 418,10.76.108.32/27,10.76.108.33,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
395,DC2A,Z1C,PRODUCTION,SECURITY,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0419,XA-Z1C-PRD-SEC-108.64-27,VLAN 419,10.76.108.64/27,10.76.108.65,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
396,DC2A,Z1C,STAGE,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0420,XA-Z1C-STG-DBS-108.96-27,VLAN 420,10.76.108.96/27,10.76.108.97,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
397,DC2A,Z1C,STAGE,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0421,XA-Z1C-STG-DBS-108.128-27,VLAN 421,10.76.108.128/27,10.76.108.129,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
398,DC2A,Z1C,STAGE,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0422,XA-Z1C-STG-DBS-108.160-27,VLAN 422,10.76.108.160/27,10.76.108.161,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
399,DC2A,Z1C,PRODUCTION,BKP,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0423,XA-Z1C-PRD-BKP-108.192-27,VLAN 423,10.76.108.192/27,10.76.108.193,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
400,DC2A,Z1C,PRODUCTION,CORE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,,,PROD-VLAN-0424,XA-Z1C-PRD-COR-109.0-27,VLAN 424,10.76.109.0/27,10.76.109.1,255.255.255.224,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
401,DC2A,Z1D,TEST,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,NONPROD,XA_PRIMERA_NONPROD_00[1-5],PROD-VLAN-0501,XA-Z1D-TST-APP-110.0-24,VLAN 501,10.76.110.0/24,10.76.110.1,255.255.255.0,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
402,DC2A,Z1D,TEST,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,NONPROD,XA_PRIMERA_NONPROD_00[1-5],PROD-VLAN-0502,XA-Z1D-TST-WEB-111.0-24,VLAN 502,10.76.111.0/24,10.76.111.1,255.255.255.0,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
403,DC2A,Z1D,TEST,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,NONPROD,XA_PRIMERA_NONPROD_00[1-5],PROD-VLAN-0503,XA-Z1D-TST-DBS-112.0-24,VLAN 503,10.76.112.0/24,10.76.112.1,255.255.255.0,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
404,DC2A,Z1D,DEV,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,NONPROD,XA_PRIMERA_NONPROD_00[1-5],PROD-VLAN-0504,XA-Z1D-DEV-APP-113.0-24,VLAN 504,10.76.113.0/24,10.76.113.1,255.255.255.0,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
405,DC2A,Z1D,DEV,FE/BE,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,NONPROD,XA_PRIMERA_NONPROD_00[1-5],PROD-VLAN-0505,XA-Z1D-DEV-WEB-114.0-24,VLAN 505,10.76.114.0/24,10.76.114.1,255.255.255.0,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
406,DC2A,Z1D,DEV,DB/IC/ID,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,NONPROD,XA_PRIMERA_NONPROD_00[1-5],PROD-VLAN-0506,XA-Z1D-DEV-DBS-115.0-24,VLAN 506,10.76.115.0/24,10.76.115.1,255.255.255.0,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
407,DC2A,Z1D,TEST,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xa-s-vmwvc01p.xa.abb.com,ABB-AMERICAS-DC2A,XA-PRODCLU1,NONPROD,XA_PRIMERA_NONPROD_00[1-5],PROD-VLAN-0510,XA-Z1D-TST-APP-119.0-24,VLAN 510,10.76.119.0/24,10.76.119.1,255.255.255.0,10.76.106.6,10.77.107.30,10.16.7.13,xa.abb.com,XA,Pacific Standard Time
408,DC3A,IDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-DMZCLU1,DMZ,DC3A_PRIMERA_DMZ_00[1-2],DMZ|IDZ-AP|XP-IDZ-PRD-APP-3000-EPG,XP-IDZ-PRD-APP-164.0-27,VLAN 3000,10.176.164.0/27,10.176.164.1,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
409,DC3A,IDZ,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-DMZCLU1,DMZ,DC3A_PRIMERA_DMZ_00[1-2],DMZ|IDZ-AP|XP-IDZ-PRD-COR-3001-EPG,XP-IDZ-PRD-COR-164.32-27,VLAN 3001,10.176.164.32/27,10.176.164.33,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
410,DC3A,IDZ,PRODUCTION,FE/BE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-DMZCLU1,DMZ,DC3A_PRIMERA_DMZ_00[1-2],DMZ|IDZ-AP|XP-IDZ-PRD-WEB-3002-EPG,XP-IDZ-PRD-WEB-164.64-27,VLAN 3002,10.176.164.64/27,10.176.164.65,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
411,DC3A,IDZ,PRODUCTION,FE/BE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-DMZCLU1,DMZ,DC3A_PRIMERA_DMZ_00[1-2],DMZ|IDZ-AP|XP-IDZ-PRD-WEB-3003-EPG,XP-IDZ-PRD-WEB-164.96-27,VLAN 3003,10.176.164.96/27,10.176.164.97,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
412,DC3A,IDZ,PRODUCTION,DB/IC/ID,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-DMZCLU1,DMZ,DC3A_PRIMERA_DMZ_00[1-2],DMZ|IDZ-AP|XP-IDZ-PRD-DBS-3004-EPG,XP-IDZ-PRD-DBS-164.128-27,VLAN 3004,10.176.164.128/27,10.176.164.129,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
413,DC3A,IDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-DMZCLU1,DMZ,DC3A_PRIMERA_DMZ_00[1-2],DMZ|IDZ-AP|XP-IDZ-PRD-APP-3005-EPG,XP-IDZ-PRD-APP-164.160-27,VLAN 3005,10.176.164.160/27,10.176.164.161,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
414,DC3A,EDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-DMZCLU1,DMZ,DC3A_PRIMERA_DMZ_00[1-2],DMZ|EDZ-AP|XP-EDZ-PRD-APP-3500-EPG,XP-EDZ-PRD-APP-192.0-27,VLAN 3500,10.176.192.0/27,10.176.192.1,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
415,DC3A,EDZ,PRODUCTION,FE/BE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-DMZCLU1,DMZ,DC3A_PRIMERA_DMZ_00[1-2],DMZ|EDZ-AP|XP-EDZ-PRD-WEB-3501-EPG,XP-EDZ-PRD-WEB-192.32-27,VLAN 3501,10.176.192.32/27,10.176.192.33,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
416,DC3A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-DMZCLU1,DMZ,DC3A_PRIMERA_DMZ_00[1-2],DMZ|ZN3-AP|XP-ZN3-PRD-APP-601-EPG,XP-ZN3-PRD-APP-122.0-27,VLAN 601,10.176.122.0/27,10.176.122.0,255.255.255.224,10.176.106.127,10.76.106.7,10.16.7.14,xp.abb.com,XP,Singapore Standard Time
417,DC3A,Z1A,PRODUCTION,FE/BE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1A-PRD-WEB-101-EPG,XP-Z1A-PRD-WEB-0.0-24,VLAN 101,10.176.0.0/24,10.176.0.1,255.255.255.0,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
418,DC3A,Z1A,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1A-PRD-APP-102-EPG,XP-Z1A-PRD-APP-1.0-24,VLAN 102,10.176.1.0/24,10.176.1.1,255.255.255.0,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
419,DC3A,Z1A,PRODUCTION,DB/IC/ID,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1A-PRD-DBS-103-EPG,XP-Z1A-PRD-DBS-2.0-24,VLAN 103,10.176.2.0/24,10.176.2.1,255.255.255.0,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
420,DC3A,Z1A,STAGE,FE/BE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1A-STG-WEB-104-EPG,XP-Z1A-STG-WEB-3.0-24,VLAN 104,10.176.3.0/24,10.176.3.1,255.255.255.0,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
421,DC3A,Z1A,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1A-STG-APP-105-EPG,XP-Z1A-STG-APP-4.0-24,VLAN 105,10.176.4.0/24,10.176.4.1,255.255.255.0,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
422,DC3A,Z1A,STAGE,DB/IC/ID,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1A-STG-DBS-106-EPG,XP-Z1A-STG-DBS-5.0-24,VLAN 106,10.176.5.0/24,10.176.5.1,255.255.255.0,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
423,DC3A,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1B-PRD-APP-301-EPG,XP-Z1B-PRD-APP-102.0-27,VLAN 301,10.176.102.0/27,10.176.102.1,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
424,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],MGMT-VLAN-0401,XP-Z1C-PRD-COR-106.0-27,VLAN 401,10.176.106.0/27,10.176.106.1,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
425,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],MGMT-VLAN-0402,XP-Z1C-PRD-COR-106.32-27,VLAN 402,10.176.106.32/27,10.176.106.33,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
426,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],MGMT-VLAN-0403,XP-Z1C-PRD-COR-106.64-27,VLAN 403,10.176.106.64/27,10.176.106.65,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
427,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],MGMT-VLAN-0404,XP-Z1C-PRD-COR-106.96-27,VLAN 404,10.176.106.96/27,10.176.106.97,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
428,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],MGMT-VLAN-0405,XP-Z1C-PRD-COR-106.128-27,VLAN 405,10.176.106.128/27,10.176.106.129,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
429,DC3A,Z1C,PRODUCTION,SECURITY,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],MGMT-VLAN-0406,XP-Z1C-PRD-SEC-106.160-27,VLAN 406,10.176.106.160/27,10.176.106.161,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
430,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-COR-407-EPG,XP-Z1C-PRD-COR-106.192-27,VLAN 407,10.176.106.192/27,10.176.106.193,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
431,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-COR-408-EPG,XP-Z1C-PRD-COR-106.224-27,VLAN 408,10.176.106.224/27,10.176.106.225,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
432,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-COR-409-EPG,XP-Z1C-PRD-COR-107.0-27,VLAN 409,10.176.107.0/27,10.176.107.1,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
433,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],MGMT-VLAN-0410,XP-Z1C-PRD-COR-107.32-27,VLAN 410,10.176.107.32/27,10.176.107.33,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
434,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-COR-411-EPG,XP-Z1C-PRD-COR-107.64-27,VLAN 411,10.176.107.64/27,10.176.107.65,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
435,DC3A,Z1C,PRODUCTION,DB/IC/ID,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-DBS-412-EPG,XP-Z1C-PRD-DBS-107.96-27,VLAN 412,10.176.107.96/27,10.176.107.97,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
436,DC3A,Z1C,PRODUCTION,DB/IC/ID,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-DBS-413-EPG,XP-Z1C-PRD-DBS-107.128-27,VLAN 413,10.176.107.128/27,10.176.107.129,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
437,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-COR-417-EPG,XP-Z1C-PRD-COR-108.0-27,VLAN 417,10.176.108.0/27,10.176.108.1,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
438,DC3A,Z1C,PRODUCTION,CORE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-COR-418-EPG,XP-Z1C-PRD-COR-108.32-27,VLAN 418,10.176.108.32/27,10.176.108.33,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
439,DC3A,Z1C,PRODUCTION,DB/IC/ID,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-DBS-419-EPG,XP-Z1C-PRD-DBS-108.64-27,VLAN 419,10.176.108.64/27,10.176.108.65,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
440,DC3A,Z1C,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-APP-420-EPG,XP-Z1C-PRD-APP-108.96-27,VLAN 420,10.176.108.96/27,10.176.108.97,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
441,DC3A,Z1C,PRODUCTION,FE/BE,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-WEB-421-EPG,XP-Z1C-PRD-WEB-108.128-27,VLAN 421,10.176.108.128/27,10.176.108.129,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
442,DC3A,Z1C,PRODUCTION,DB/IC/ID,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1C-PRD-DBS-422-EPG,XP-Z1C-PRD-DBS-108.160-27,VLAN 422,10.176.108.160/27,10.176.108.161,255.255.255.224,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
443,DC3A,Z1D,TEST,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xp-s-vmwvc01p.xp.abb.com,ABB-ASIAPACIFIC-DC3A,XP-PRODCLU1,PROD,DC3A_PRIMERA_PROD_0[01-11],CPN|CPN-AP|XP-Z1D-TST-APP-501-EPG,XP-Z1D-TST-APP-110.0-24,VLAN 501,10.176.110.0/24,10.176.110.1,255.255.255.0,10.176.106.126 ,10.76.106.6,10.16.7.13,xp.abb.com,XP,Singapore Standard Time
